processo,conjunto,codigo,descricao,materia_prima,comprimento,largura,quantidade,etapa_seguinte,carreta,qt_conjunto,codigo_pintura,descricao_pintura,conjunto_desc
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,025840,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS  RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD CB P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD P700(R) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD P750(I) M21 LJ,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD TTE P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/RD TTUG P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/T M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO SS RS/T P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO-1M SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH6-2E FO-1M SS RS/T M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH7-2E FO SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH7-2E FO SS RS/RS R20 P900(I) M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH7-2E FO SS RS/T M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH7-2E FO-1M SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBH7-2E UG SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM10000-2E SS RS/RD M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM10000-2E SS RS/RD P700(R) M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM10000-2E SS RS/RD P750(I) M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM10000-2E SS RS/T P750(I) M20,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RD CB M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RD M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RD P750(I) M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RD P750(R) M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RS M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RS P700(R) M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RS P750(I) M17,1.0,,,5º Roda
5ª RODA,025840,025841,LIMITADOR - 5 RODA - CBH/CBHM 02 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",115,70,2,S Estamparia,CBHM6000-2E SS RS/RS P750(R) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,025840,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS  RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD CB P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD P700(R) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD P750(I) M21 LJ,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD TTE P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/RD TTUG P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/T M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO SS RS/T P750(I) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO-1M SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH6-2E FO-1M SS RS/T M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH7-2E FO SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH7-2E FO SS RS/RS R20 P900(I) M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH7-2E FO SS RS/T M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH7-2E FO-1M SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBH7-2E UG SS RS/RD M21,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM10000-2E SS RS/RD M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM10000-2E SS RS/RD P700(R) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM10000-2E SS RS/RD P750(I) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM10000-2E SS RS/T P750(I) M20,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RD CB M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RD M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RD P750(I) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RD P750(R) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RS M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RS P700(R) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RS P750(I) M17,1.0,,,5º Roda
5ª RODA,025840,448552,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,S Estamparia,CBHM6000-2E SS RS/RS P750(R) M17,1.0,,,5º Roda
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,029989,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,CHASSI F6 CS M17,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS A45 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS A45 MT M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS A45 MT P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS A45 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS A90 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS A90 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F4 CS RS/RS MT A45 M21,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 CB M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 CB P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 MT CB M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 MT M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 MT P750(I) CB M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A45 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A60 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A90 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A90 MT P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 CS RS/RS A90 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,F6 SS RS/RS A90 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC4300 CS RS/RS BB M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC4300 CS RS/RS BB P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC4300 CS RS/RS M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC4300 CS RS/RS P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC4300 CS RS/RS PL SPG P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC6500 CS RS/RS BB P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC6500 CS RS/RS M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC6500 CS RS/RS P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC6500 CS RS/RS PL M22,1.0,,,5º Roda F4/6
5ª RODA,029989,479329,BUCHA    -   5ª RODA (M98)  F4/6,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",30,"48,3",1,Sem Processo,FTC6500 CS RS/RS PL P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,029989,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,CHASSI F6 CS M17,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS A45 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS A45 MT M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS A45 MT P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS A45 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS A90 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS A90 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F4 CS RS/RS MT A45 M21,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 CB M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 CB P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 MT CB M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 MT M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 MT P750(I) CB M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A45 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A60 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A90 M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A90 MT P750(I) M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 CS RS/RS A90 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,F6 SS RS/RS A90 P750(I) M23,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,FTC4300 CS RS/RS BB M22,1.0,,,5º Roda F4/6
5ª RODA,029989,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,S Estamparia,FTC4300 CS RS/RS BB P750(I) M22,1.0,,,5º Roda F4/6
