1o. Agrupamento,REFERENTE AO,2o. Agrupamento,Recurso,COR,Descrição,Matéria Prima,Compr,Largu,Quant,Saldo,Pendente,Etapa Seguinte,setor,setor_novo,
19/11/2024,032782,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
07/09/2024,032784,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
07/09/2024,032784,GMS C.Serras,025545,,CORPO DO EIXO - F4/6 CM/SM,134018NAC - TUBO RETANGULAR 200 X 100 X 4.75,,,1,6,1,S Estamparia,EIXO,#REF!,25545-1;
07/09/2024,032784,GMS C.Plasma,025655,,SAPATA DO EIXO C/MOLA CBH/CBHM (NOV13...),"120157 - CHAPA GQ   3/8 (9,53)     1010",180,100,2,41,2,S Estamparia,EIXO,#REF!,25655-2;
07/09/2024,032784,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
07/09/2024,032784,GMS C.Plasma,025546,,FECHAMENTO [EIXO - F4],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,108,2,S Estamparia,EIXO,#REF!,25546-2;
07/09/2024,032784,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
23/05/2024,032871,GMS C.Plasma,440115,,CORRIMAO MENOR           T3/4/6,"120250 - CHAPA #11(3,04) A36/CIVIL300",1200,60,2,340,2,S Estamparia,TANQUE,#REF!,440115-2;
23/05/2024,032871,GMS C.Plasma,426337,,COLUNA LATERAL          T3/4/6,"120250 - CHAPA #11(3,04) A36/CIVIL300",200,60,10,100,10,S Estamparia,TANQUE,#REF!,426337-10;
23/05/2024,032871,GMS C.Plasma,426301,,COLUNA CENTRAL            T6,"120250 - CHAPA #11(3,04) A36/CIVIL300",90,60,2,6544,2,S Estamparia,TANQUE,#REF!,426301-2;
23/05/2024,032871,GMS C.Guilhotinas,032870,,CORRIMAO MAIOR [GRADIL - FTC6500],"120250 - CHAPA #11(3,04) A36/CIVIL300",3890,60,2,30,2,S Estamparia,TANQUE,#REF!,32870-2;
18/11/2024,032936,GMS C.Serras,026070,,PORCA PONTA DE EIXO - ROBUSTA 12T,110139 - ACO LAMINADO RED 4          1045,25,,2,0,2,S Usinagem,EIXO,#REF!,26070-2;
18/11/2024,032936,GMS C.Serras,032934,,PONTA DE EIXO [EIXO BALANCIM - CBH9],110565 - ACO LAMINADO RED 3.1/2    1045,"451,5",,2,0,2,S Usinagem,EIXO,#REF!,32934-2;
18/11/2024,032936,GMS C.Serras,436410,,COMPLEM BARRA ENGATE - CH RP13,126457 - AÇO CHATO LAM 3/8 X 2 SAE-1020,,,1,39,1,Sem Processo,EIXO,#REF!,436410-1;
18/11/2024,032936,GMS C.Serras,032928,,TUBO BALANCIM [EIXO BALANCIM - CBH9 M22],134019NAC - TUBO RETANGULAR 200 X 100 X 6.35,1152,,1,2,1,S Usinagem,EIXO,#REF!,32928-1;
18/11/2024,032936,GMS C.Serras,026021,,COMPL DO EIXO P/RET - ROBUSTA 12T,134123 - TUBO MECANICO 106 X 82  ST-52,15,,2,0,2,S Usinagem,EIXO,#REF!,26021-2;
18/11/2024,032936,GMS C.Serras,026075,,CORPO - TAMPA EXTERNA DO CUBO ROBUSTA 12T,"134183 - TUBO     4""      DIN 2440",49,,2,11,2,S Mont Sistemas Carretas,EIXO,#REF!,26075-2;
18/11/2024,032936,GMS C.Serras,032929,,BUCHA DO BRAÇO [EIXO BALANCIM - CBH9 M22],134223 - TUBO MECANICO  71 X  54  ST-52,129,,1,8,1,S Usinagem,EIXO,#REF!,32929-1;
18/11/2024,032936,GMS C.Plasma,032933,,REFORÇO EIXO BALANCIN [EIXO BALANCIM - CBH 9],"120157 - CHAPA GQ   3/8 (9,53)     1010",125,85,2,0,2,S Mont Sistemas Carretas,EIXO,#REF!,32933-2;
18/11/2024,032936,GMS C.Plasma,032931,,BRAÇO ESTABILIZADOR [EIXO BALANCIM - CBH9 M22],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1736,225,1,12,1,S Estamparia,EIXO,#REF!,32931-1;
18/11/2024,032936,GMS C.Plasma,026074,,FLANGE - TAMPA EXTERNA DO CUBO ROBUSTA 12T,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,22,2,S Mont Sistemas Carretas,EIXO,#REF!,26074-2;
18/11/2024,032936,GMS C.Plasma,026068,,ARRUELA PONTA DE EIXO - ROBUSTA 12T,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,0,2,S Estamparia,EIXO,#REF!,26068-2;
18/11/2024,032936,GMS C.Plasma,033689,,REFORÇO SUPERIOR DO TUBO [EIXO BALANCIM - FT12500 M22],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,24,1,S Estamparia,EIXO,#REF!,33689-1;
18/11/2024,032936,GMS C.Plasma,033688,,REFORÇO INFERIOR DO TUBO [EIXO BALANCIM - FT12500 M22],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,12,1,S Estamparia,EIXO,#REF!,33688-1;
18/11/2024,032936,GMS C.Plasma,033687,,FECHAMENTO DO TUBO [EIXO BALANCIM - FT12500 M22],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,22,2,S Estamparia,EIXO,#REF!,33687-2;
18/11/2024,032936,GMS C.Plasma,033690,,REFORÇO DA PONTA DE EIXO [EIXO BALANCIM - FT12500 M22],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,4,27,4,S Mont Sistemas Carretas,EIXO,#REF!,33690-4;
18/11/2024,032936,GMS C.Plasma,026076,,FECHAMENTO - TAMPA EXTERNA DO CUBO ROBUSTA 12T,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,,,2,11,2,S Mont Sistemas Carretas,EIXO,#REF!,26076-2;
22/05/2024,032992,GMS C.Plasma,032991,,CORRIMAO MENOR  [GRADIL - TDV5000],"120250 - CHAPA #11(3,04) A36/CIVIL300",1200,60,2,0,2,S Estamparia,TANQUE,#REF!,32991-2;
22/05/2024,032992,GMS C.Plasma,032989,,COLUNA LATERAL [GRADIL - TDV5000],"120250 - CHAPA #11(3,04) A36/CIVIL300",400,60,6,0,6,S Estamparia,TANQUE,#REF!,32989-6;
22/05/2024,032992,GMS C.Plasma,032990,,COLUNA CENTRAL [GRADIL - TDV5000],"120250 - CHAPA #11(3,04) A36/CIVIL300",91,62,2,0,2,S Estamparia,TANQUE,#REF!,32990-2;
22/05/2024,032992,GMS C.Guilhotinas,032988,,CORRIMAO MAIOR [GRADIL-TDV5000 M22],"120250 - CHAPA #11(3,04) A36/CIVIL300",2850,60,2,0,2,S Estamparia,TANQUE,#REF!,32988-2;
25/01/2025,033018,GMS C.Serras,031285,,"COLUNA(TUBO) INTERMEDIÁRIA DO GIGANTE S3,20M",134060 - TUBO RET  50 X 30 X 2.00MM TAM. 6 METROS,,,4,0,4,S Mont Sistemas Carretas,LATERAL,#REF!,31285-4;
25/01/2025,033018,GMS C.Plasma,033019,,TRAVESSA SUPERIOR [FECHAM DIANT METÁLICO - FA6F],"120133 - CHAPA FQ #14 (1,20 x 5,60m) 1010",,,1,0,1,S Estamparia,LATERAL,#REF!,33019-1;
25/01/2025,033018,GMS C.Plasma,033020,,CORPO [PLATAFORMA METÁLICA FA6F],"120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",,,1,0,1,S Estamparia,LATERAL,#REF!,33020-1;
25/01/2025,033018,GMS C.Plasma,031862,,COLUNA _ FECHAMENTO DIANTEIRO _ UVA M20,"120273 - CHAPA FQ  3,75mm. SAE-1006",748,145,2,8,2,S Estamparia,LATERAL,#REF!,31862-2;
29/07/2024,033052,GMS Prensas,023516,,ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",110,"12,7",2,2408,2,S Estamparia,CHASSI,#REF!,23516-2;
29/07/2024,033052,GMS Prensas,412302,,"ARRUELA LISA 1/2""",120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,,,2,3369,2,Sem Processo,CHASSI,#REF!,412302-2;
29/07/2024,033052,GMS C.Serras,025454,,TUBO PLACA - CHASSI        CBH-8,134789 - TUBO MECANICO  131 X 105 ST-52,57,133,1,18,1,S Usinagem,CHASSI,#REF!,25454-1;
29/07/2024,033052,GMS C.Plasma,030727,,SUPORTE TRASEIRO INTERNO - CHASSI CBH 6 2 EIXOS (M17),"120157 - CHAPA GQ   3/8 (9,53)     1010",470,337,2,16,2,S Estamparia,CHASSI,#REF!,30727-2;
29/07/2024,033052,GMS C.Plasma,028743,,"SUPORTE DO CILINDRO - CHASSI CBH 6,0 2E","120157 - CHAPA GQ   3/8 (9,53)     1010",380,232,2,16,2,S Estamparia,CHASSI,#REF!,28743-2;
29/07/2024,033052,GMS C.Plasma,030444,,SUPORTE TRASEIRO - CHASSI CBH 6 2 EIXOS (M17),"120157 - CHAPA GQ   3/8 (9,53)     1010",337,470,2,16,2,Sem Processo,CHASSI,#REF!,30444-2;
29/07/2024,033052,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,CHASSI,#REF!,409741-2;
29/07/2024,033052,GMS C.Plasma,030494,,LONGARINA [CHASSI - CBH/CBHM-2E],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3255,375,2,6,2,S Estamparia,CHASSI,#REF!,30494-2;
29/07/2024,033052,GMS C.Plasma,030508,,REFORÇO LONG CHASSI 2 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1068,205,2,8,2,Sem Processo,CHASSI,#REF!,30508-2;
29/07/2024,033052,GMS C.Plasma,030540,,"TRANSV DIANT - CHASSI CBH 6,0 2E","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",670,306,1,9,1,S Estamparia,CHASSI,#REF!,30540-1;
29/07/2024,033052,GMS C.Plasma,030506,,TRANSVERSINA DIANT/TRAS - CHASSI DA PLATAFORMA CBH/CBHM 6T 2E,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",657,216,1,12,1,S Estamparia,CHASSI,#REF!,30506-1;
29/07/2024,033052,GMS C.Plasma,028739,,FECHAMENTO LATERAL- CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",590,130,2,17,2,S Estamparia,CHASSI,#REF!,28739-2;
29/07/2024,033052,GMS C.Plasma,030509,,"TRANSV INTERMED TRASEIRA - CHASSI CBH 6,0 2E","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",512,288,2,5,2,S Estamparia,CHASSI,#REF!,30509-2;
29/07/2024,033052,GMS C.Plasma,030537,,MÃO FRANCESA DIANTEIRA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,150,2,7,2,S Mont Sistemas Carretas,CHASSI,#REF!,30537-2;
29/07/2024,033052,GMS C.Plasma,030539,,TRANSVERSINA CENTRAL,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",517,236,1,21,1,S Estamparia,CHASSI,#REF!,30539-1;
29/07/2024,033052,GMS C.Plasma,030469,,FECHAMENTO MENOR DO SUPORTE - CHASSI CBH 6 2 EIXOS (M17),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",160,75,2,66,2,S Mont Sistemas Carretas,CHASSI,#REF!,30469-2;
29/07/2024,033052,GMS C.Plasma,030538,,FECHAMENTO TRAS LONGARINA,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",,,2,9,2,S Mont Sistemas Carretas,CHASSI,#REF!,30538-2;
29/07/2024,033052,GMS C.Plasma,023243,,ESBARRO   CHASSI CBHM 2 EIXOS,"120352 - CHAPA GQ   1/2 (12,7)     1010",250,76,2,42,2,S Estamparia,CHASSI,#REF!,23243-2;
29/07/2024,033052,GMS C.Plasma,030574,,"PLACA DE APOIO M17 - CHASSI CBH 6,0 2E","120650 - CHAPA GQ   5/16(7,94)     1010",670,558,1,9,1,S Estamparia,CHASSI,#REF!,30574-1;
29/07/2024,033052,GMS C.Plasma,022469,,ESBARRO LIMITADOR DE GIRO      CHASSI CBHM 2 EIXOS,"120650 - CHAPA GQ   5/16(7,94)     1010",116,60,2,192,2,S Estamparia,CHASSI,#REF!,22469-2;
14/08/2024,033053,GMS C.Serras,425795,,APOIO BUCHA GUIA    CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",55,30,2,1157,2,Sem Processo,PLAT / CAÇAM.,#REF!,425795-2;
14/08/2024,033053,GMS C.Serras,425783,,BUCHA GUIA    CBHM,134132 - TUBO MECANICO  32 X  20  ST-52,55,32,2,74,2,Sem Processo,PLAT / CAÇAM.,#REF!,425783-2;
14/08/2024,033053,GMS C.Serras,025473,,BUCHA SUPERIOR - CHASSI DA CAÇAMBA - CBH 8T (M13),134157 - TUBO MECANICO  50 X  32  ST-52,40,,2,119,2,S Usinagem,PLAT / CAÇAM.,#REF!,25473-2;
14/08/2024,033053,GMS C.Serras,030338,,MANCAL - PLATAFORMA M17 (4T) CBH/CBHM,134212 - TUBO MECANICO  56 X  40  ST-52,57,,2,260,2,S Usinagem,PLAT / CAÇAM.,#REF!,30338-2;
14/08/2024,033053,GMS C.Plasma,030500,,LONGARINA - CBH M17 2 EIXOS,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3690,280,2,10,2,S Estamparia,PLAT / CAÇAM.,#REF!,30500-2;
14/08/2024,033053,GMS C.Plasma,030506,,TRANSVERSINA DIANT/TRAS - CHASSI DA PLATAFORMA CBH/CBHM 6T 2E,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",657,216,2,12,2,S Estamparia,PLAT / CAÇAM.,#REF!,30506-2;
14/08/2024,033053,GMS C.Plasma,028757,,REFORÇO DE ARTICULAÇÃO- CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",400,180,2,14,2,S Estamparia,PLAT / CAÇAM.,#REF!,28757-2;
14/08/2024,033053,GMS C.Plasma,025401,,SUPORTE DO CILINDRO - CHASSI DA CAÇAMBA CBH (M13) 8T,"120352 - CHAPA GQ   1/2 (12,7)     1010",250,185,2,34,2,S Estamparia,PLAT / CAÇAM.,#REF!,25401-2;
14/08/2024,033053,GMS C.Plasma,030501,,REFORÇO LONGARINA,"120650 - CHAPA GQ   5/16(7,94)     1010",950,163,2,9,2,S Mont Sistemas Carretas,PLAT / CAÇAM.,#REF!,30501-2;
14/08/2024,033053,GMS C.Guilhotinas,030512,,"TRANSVERSINA INTERM. - CHASSI  DA CAÇAMBA - CBH 6,0 2E","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",519,300,2,11,2,S Estamparia,PLAT / CAÇAM.,#REF!,30512-2;
14/08/2024,033053,GMS C.Guilhotinas,030547,,FECHAMENTO DO SUPORTE,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",443,74,2,45,2,S Estamparia,PLAT / CAÇAM.,#REF!,30547-2;
13/08/2024,033056,GMS C.Serras,034790,,"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]","112434 - ACO TREF. RED. SAE-1020 - 3/4""",,,2,263,2,S Usinagem,CONJ INTERMED,#REF!,34790-2;
13/08/2024,033056,GMS C.Serras,033055,,CORPO [TUBO HIDRÁULICO - CBH7-2E M22],"134388 - TUBO SCHEDULLE 40 - 3/8"" S/C  6.30 METROS",1177,,1,60,1,S Estamparia,CONJ INTERMED,#REF!,33055-1;
10/08/2024,033108,GMS C.Serras,033110,,PINO DA MANIVELA [TDV5000],"112215 - ACO TREF. RED. SAE-1020 - 1""",,,2,60,2,S Usinagem,CONJ INTERMED,#REF!,33110-2;
10/08/2024,033108,GMS C.Serras,033109,,BUCHA DA MANIVELA [TDV5000],"113050 - ACO TREF. RED. SAE-1020 - 1.1/2""",,,1,2,1,S Usinagem,CONJ INTERMED,#REF!,33109-1;
20/05/2024,033121,GMS C.Serras,032606,,DEGRAU [ESCADA - FTC M22],134375 - TUBO     1/2       DIN 2440,350,,5,31,5,S Mont Sistemas Carretas,TANQUE,#REF!,32606-5;
20/05/2024,033121,GMS C.Serras,033122,,CORRIMAO [ESCADA - TDV5000],134375 - TUBO     1/2       DIN 2440,,,2,0,2,S Estamparia,TANQUE,#REF!,33122-2;
12/08/2024,033137,GMS C.Plasma,033134,,PLACA [DISPERSOR - TDV 5000],"120273 - CHAPA FQ  3,75mm. SAE-1006",200,200,1,5,1,S Mont Sistemas Carretas,CONJ INTERMED,#REF!,33134-1;
12/08/2024,033137,GMS C.Plasma,033135,,HASTE [DISPERSOR - FTD5000/FT10500/12500 M22],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",215,82,1,6,1,S Mont Sistemas Carretas,CONJ INTERMED,#REF!,33135-1;
11/08/2024,033138,GMS C.Serras,033128,,CORPO DO ESGUICHO [ESGUICHO - TDV5000],110747 - AÇO LAMINADO RED 5          1020,150,120,1,0,1,S Usinagem,CONJ INTERMED,#REF!,33128-1;
11/08/2024,033138,GMS C.Plasma,033136,,ORELHA [ESGUICHO - TDV 5000],"120650 - CHAPA GQ   5/16(7,94)     1010",46,47,2,6,2,S Mont Sistemas Carretas,CONJ INTERMED,#REF!,33136-2;
19/05/2024,033225,GMS C.Serras,033228,,TUBO AUXILIAR [TUBULAÇAO DA BOMBA - TDV5000],"134900 - TUBO SCHEDULLE 40 - 3.1/2""",70,,1,0,1,S Mont Sistemas Carretas,TANQUE,#REF!,33228-1;
19/05/2024,033225,GMS C.Serras,033131,,TUBO DE SAÍDA [TUBULAÇÃO DE DISPERSÃO - FT12500 M22],"134900 - TUBO SCHEDULLE 40 - 3.1/2""",70,,1,4,1,S Usinagem,TANQUE,#REF!,33131-1;
19/05/2024,033225,GMS C.Plasma,033223,,FLANGE [TUBULAÇÃO DA BOMBA - FTD5000],"120157 - CHAPA GQ   3/8 (9,53)     1010",,,1,34,1,S Usinagem,TANQUE,#REF!,33223-1;
14/12/2024,033330,GMS C.Serras,033310,,HASTE DE TRAÇÃO MAIOR [IÇAMENTO - CBH12],134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1018,,1,9,1,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33310-1;
14/12/2024,033330,GMS C.Serras,464880,,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",103,"60,3",1,92,1,Sem Processo,IÇAMENTO,#REF!,464880-1;
14/12/2024,033330,GMS C.Serras,030327,,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,134157 - TUBO MECANICO  50 X  32  ST-52,54,,1,40,1,S Usinagem,IÇAMENTO,#REF!,30327-1;
14/12/2024,033330,GMS C.Serras,030338,,MANCAL - PLATAFORMA M17 (4T) CBH/CBHM,134212 - TUBO MECANICO  56 X  40  ST-52,57,,2,260,2,S Usinagem,IÇAMENTO,#REF!,30338-2;
14/12/2024,033330,GMS C.Plasma,030381,,FIXADOR MACACO M17 CHASSI CBHM/CBH,"120157 - CHAPA GQ   3/8 (9,53)     1010",100,135,1,93,1,S Usinagem,IÇAMENTO,#REF!,30381-1;
14/12/2024,033330,GMS C.Plasma,033320,,HASTE DE TRAÇÃO MENOR [IÇAMENTO - CBH12],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1163,189,2,9,2,S Estamparia,IÇAMENTO,#REF!,33320-2;
14/12/2024,033330,GMS C.Plasma,030589,,PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",181,50,1,298,1,S Estamparia,IÇAMENTO,#REF!,30589-1;
14/12/2024,033330,GMS C.Plasma,033925,,ORELHA APOIO DO CARDAN [IÇAMENTO - FT12500],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",130,75,1,35,1,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33925-1;
14/12/2024,033330,GMS C.Plasma,033327,,FECHAMENTO [IÇAMENTO - CBH12],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,1,94,1,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33327-1;
14/12/2024,033330,GMS C.Plasma,033322,,TRANSVERSINA MAIOR [IÇAMENTO - CBH12],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",924,"160,5",1,51,1,S Estamparia,IÇAMENTO,#REF!,33322-1;
14/12/2024,033330,GMS C.Plasma,033321,,TRANSVERSINA MENOR [IÇAMENTO - CBH12],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",570,"160,5",1,23,1,S Estamparia,IÇAMENTO,#REF!,33321-1;
14/12/2024,033330,GMS C.Plasma,033323,,FECHAMENTO COMPLEMENTAR [IÇAMENTO - CBH12 M22],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",100,140,2,87,2,S Estamparia,IÇAMENTO,#REF!,33323-2;
14/12/2024,033330,GMS C.Plasma,033324,,APOIO DA LUVA [IÇAMENTO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",645,100,1,7,1,S Estamparia,IÇAMENTO,#REF!,33324-1;
14/12/2024,033330,GMS C.Plasma,033326,,SUPORTE DO EMBOLO [IÇAMENTO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",150,100,1,8,1,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33326-1;
14/12/2024,033330,GMS C.Plasma,033491,,REFORÇO DA ORELHA [IÇAMENTO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010","122,5",84,2,38,2,S Estamparia,IÇAMENTO,#REF!,33491-2;
14/12/2024,033330,GMS C.Plasma,033490,,ORELHA DA CORRENTE [IÇAMENTO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",74,70,4,13,4,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33490-4;
12/06/2024,033331,GMS Prensas,032745,,ALÇA - [TRAVA DE BASCULAMENTO FA4FB],"112458 - ACO TREF. RED. SAE-1020 - 3/8""",,,1,0,1,S Estamparia,FUEIRO,#REF!,32745-1;
12/06/2024,033331,GMS C.Serras,445885,,PINO ENG ICAM (M98)   CARR,"112150 - ACO TREF. RED. SAE-1045 - 1""",227,"25,4",1,108,1,S Usinagem,FUEIRO,#REF!,445885-1;
13/12/2024,033338,GMS C.Serras,025434,,BUCHA INF SUP EIXO CBH-8,134224 - TUBO MECANICO  71 X  43  ST-52,54,,1,0,1,S Usinagem,IÇAMENTO,#REF!,25434-1;
13/12/2024,033338,GMS C.Plasma,033328,,APOIO INFERIOR [FIXAÇÃO BRAÇO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",374,146,1,2,1,S Estamparia,IÇAMENTO,#REF!,33328-1;
13/12/2024,033338,GMS C.Plasma,033332,,REFORÇO INFERIOR [FIXAÇÃO BRAÇO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",207,73,2,6,2,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33332-2;
13/12/2024,033338,GMS C.Plasma,033438,,LINGUETA DE APOIO [FIXAÇÃO BRAÇO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",187,130,1,9,1,S Estamparia,IÇAMENTO,#REF!,33438-1;
13/12/2024,033338,GMS C.Plasma,033329,,REFORÇO LATERAL [FIXAÇÃO BRAÇO - CBH12],"120352 - CHAPA GQ   1/2 (12,7)     1010",50,35,6,175,6,S Mont Sistemas Carretas,IÇAMENTO,#REF!,33329-6;
09/11/2024,033422,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
09/11/2024,033422,GMS C.Serras,031294,,TUBO BALANCIM UVA,134063NAC - TUBO RETANGULAR 100 X 80 X 4.75,900,,1,21,1,S Usinagem,EIXO,#REF!,31294-1;
09/11/2024,033422,GMS C.Serras,433860,,BUCHA CENTRAL     UVA,134157 - TUBO MECANICO  50 X  32  ST-52,88,,1,5,1,S Usinagem,EIXO,#REF!,433860-1;
09/11/2024,033422,GMS C.Plasma,417233,,ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6,"120157 - CHAPA GQ   3/8 (9,53)     1010",64,64,1,32,1,S Estamparia,EIXO,#REF!,417233-1;
09/11/2024,033422,GMS C.Plasma,450145,,REFORÇO PONTA DE EIXO     UVA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",95,75,4,13,4,S Estamparia,EIXO,#REF!,450145-4;
09/11/2024,033422,GMS C.Plasma,031293,,ESTABILIZ. DO BRAÇO(TUBO)     UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",1195,181,1,14,1,S Estamparia,EIXO,#REF!,31293-1;
09/11/2024,033422,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
09/11/2024,033422,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
09/11/2024,033422,GMS C.Guilhotinas,431898,,FECHAM. LATERAL BALANCIM     UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",95,75,2,132,2,S Estamparia,EIXO,#REF!,431898-2;
02/11/2024,033423,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
02/11/2024,033423,GMS C.Serras,436410,,COMPLEM BARRA ENGATE - CH RP13,126457 - AÇO CHATO LAM 3/8 X 2 SAE-1020,,,1,39,1,Sem Processo,EIXO,#REF!,436410-1;
02/11/2024,033423,GMS C.Serras,031294,,TUBO BALANCIM UVA,134063NAC - TUBO RETANGULAR 100 X 80 X 4.75,900,,1,21,1,S Usinagem,EIXO,#REF!,31294-1;
02/11/2024,033423,GMS C.Serras,433860,,BUCHA CENTRAL     UVA,134157 - TUBO MECANICO  50 X  32  ST-52,88,,1,5,1,S Usinagem,EIXO,#REF!,433860-1;
02/11/2024,033423,GMS C.Plasma,417233,,ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6,"120157 - CHAPA GQ   3/8 (9,53)     1010",64,64,1,32,1,S Estamparia,EIXO,#REF!,417233-1;
02/11/2024,033423,GMS C.Plasma,450145,,REFORÇO PONTA DE EIXO     UVA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",95,75,4,13,4,S Estamparia,EIXO,#REF!,450145-4;
02/11/2024,033423,GMS C.Plasma,031293,,ESTABILIZ. DO BRAÇO(TUBO)     UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",1195,181,1,14,1,S Estamparia,EIXO,#REF!,31293-1;
