Recurso,Peca,Qtde,Etapa,LEAD TIME,Código,Célula,flag peça,Etapa2,Etapa3,Etapa4,Etapa5,Etapa6
CBH5 UG CS RD M21,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG CS RD M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG CS RD M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG CS RD M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG CS RD M21,CHASSI 5000 COM MOLA [COMPLETO],1,,30,030638,CHASSI,1,Pintura,,,CINZA,
CBH5 UG CS RD M21,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG CS RD M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG CS RD M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG CS RD M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG CS RD M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD M21,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG CS RD M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG CS RD M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG CS RD M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG CS RD M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG CS RD M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG CS RD M21,CHASSI 5000 COM MOLA [COMPLETO],1,,30,030638,CHASSI,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,Eixo Completo CS (5000) CBHM,1,Montagem,30,460722,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,CHASSI 5000 COM MOLA,1,Montagem,30,030637,CHASSI,1,,Solda,,,
CBH5 UG CS RD P750(I) M21,Eixos Simples CS 5000 CBHM,1,Montagem,30,025553,EIXO SIMPLES,1,,,,,
CBH5 UG CS RD P750(I) M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG CS RD P750(I) M21,FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG CS RD P750(I) M21,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG CS RD P750(I) M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG CS RD P750(I) M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG CS RD P750(I) M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG CS RD P750(I) M21,CHASSI 5000 COM MOLA [COMPLETO],1,,30,030638,CHASSI,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG CS RD P750(I) M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG CS RD P750(I) M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG CS RD P750(I) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG CS RD P750(I) M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(I) M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG CS RD P750(I) M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG CS RD P750(I) M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG CS RD P750(I) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG CS RD P750(I) M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG CS RD P750(I) M21,CHASSI 5000 COM MOLA [COMPLETO],1,,30,030638,CHASSI,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,Eixo Completo CS (5000) CBHM,1,Montagem,30,460722,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,CHASSI 5000 COM MOLA,1,Montagem,30,030637,CHASSI,1,,Solda,,,
CBH5 UG CS RD P750(R) M21,Eixos Simples CS 5000 CBHM,1,Montagem,30,025553,EIXO SIMPLES,1,,,,,
CBH5 UG CS RD P750(R) M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG CS RD P750(R) M21,FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG CS RD P750(R) M21,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG CS RD P750(R) M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG CS RD P750(R) M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG CS RD P750(R) M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG CS RD P750(R) M21,CHASSI 5000 COM MOLA [COMPLETO],1,,30,030638,CHASSI,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG CS RD P750(R) M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG CS RD P750(R) M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG CS RD P750(R) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG CS RD P750(R) M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG CS RD P750(R) M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG CS RD P750(R) M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG CS RD P750(R) M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG CS RD P750(R) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG CS RD P750(R) M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG CS RD P750(R) M21,CHASSI 5000 COM MOLA [COMPLETO],1,,30,030638,CHASSI,1,Pintura,,,CINZA,
CBH5 UG SC T M21,Eixo Compl Bal Tandem c/Freio LE CBHM 4T,1,Montagem,30,030246,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SC T M21,Eixo Compl Bal Tandem c/Freio LD CBHM 4T,1,Montagem,30,030216,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SC T M21,Eixo (Tubo) Balancim LD TANDEM c/Freio CBHM/CBH 4t,1,Montagem,30,031256,EIXO SIMPLES,1,,,,,
CBH5 UG SC T M21,Eixo (Tubo) Balancim LE TANDEM C/FREIO CBHM/CBH 4T,1,Montagem,30,031259,EIXO SIMPLES,1,,,,,
CBH5 UG SC T M21,Suporte Tandem 4 ton C/ FREIO ,1,Montagem,30,031776,EIXO SIMPLES,1,,,,,
CBH5 UG SC T M21,Chassi CBH/CBHM 4t SC,1,Montagem,30,030716,CHASSI,1,,Solda,,,
CBH5 UG SC T M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG SC T M21,FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG SC T M21,FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG SC T M21,Cabeção C/F,1,Montagem,30,031548,IÇAMENTO,1,,,,,
CBH5 UG SC T M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG SC T M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG SC T M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SC T M21,CUBO F6 C/ FREIO,4,Montagem,30,222401,CUBO DE RODA,1,,,,,
CBH5 UG SC T M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG SC T M21,Chassi CBH/CBHM 4t SC,1,,30,030620,CHASSI,1,Pintura,Solda,,CINZA,
CBH5 UG SC T M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG SC T M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SC T M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SC T M21,ENGATE C/ FREIO CBHM,1,Montagem,30,466712,CONJ INTERMED,,,,,,
CBH5 UG SC T M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SC T M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SC T M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG SC T M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG SC T M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG SC T M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG SC T M21,CINTA DE FREIO,2,Montagem,30,402795,ESTAMPARIA,1,,,,,
CBH5 UG SC T M21,CINTA DE FREIO,2,Montagem,30,402795,ESTAMPARIA,1,,,,,
CBH5 UG SC T M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG SS RD M21,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SS RD M21,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBH5 UG SS RD M21,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBH5 UG SS RD M21,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBH5 UG SS RD M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG SS RD M21,FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD M21,FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD M21,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG SS RD M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG SS RD M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG SS RD M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD M21,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG SS RD M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG SS RD M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG SS RD M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD M21,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG SS RD M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG SS RD M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG SS RD M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG SS RD M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG SS RD M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG SS RD M21 P750(I),Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SS RD M21 P750(I),Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBH5 UG SS RD M21 P750(I),Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBH5 UG SS RD M21 P750(I),5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBH5 UG SS RD M21 P750(I),Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG SS RD M21 P750(I),FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD M21 P750(I),FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD M21 P750(I),Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG SS RD M21 P750(I),Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG SS RD M21 P750(I),"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG SS RD M21 P750(I),"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD M21 P750(I),CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG SS RD M21 P750(I),PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG SS RD M21 P750(I),CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG SS RD M21 P750(I),Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD M21 P750(I),TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD M21 P750(I),ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG SS RD M21 P750(I),VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD M21 P750(I),REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD M21 P750(I),CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG SS RD M21 P750(I),HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG SS RD M21 P750(I),CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG SS RD M21 P750(I),TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG SS RD M21 P750(I),CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG SS RD P700(R) M21,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SS RD P700(R) M21,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBH5 UG SS RD P700(R) M21,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBH5 UG SS RD P700(R) M21,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBH5 UG SS RD P700(R) M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG SS RD P700(R) M21,FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD P700(R) M21,FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD P700(R) M21,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG SS RD P700(R) M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG SS RD P700(R) M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG SS RD P700(R) M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD P700(R) M21,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG SS RD P700(R) M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG SS RD P700(R) M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG SS RD P700(R) M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD P700(R) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P700(R) M21,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG SS RD P700(R) M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P700(R) M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P700(R) M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG SS RD P700(R) M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG SS RD P700(R) M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG SS RD P700(R) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG SS RD P700(R) M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG SS RD P750(I) M21,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBH5 UG SS RD P750(I) M21,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBH5 UG SS RD P750(I) M21,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBH5 UG SS RD P750(I) M21,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21,FUEIRINHO LD M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD P750(I) M21,FUEIRINHO LE M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD P750(I) M21,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG SS RD P750(I) M21,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG SS RD P750(I) M21,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG SS RD P750(I) M21,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD P750(I) M21,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG SS RD P750(I) M21,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG SS RD P750(I) M21,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD P750(I) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG SS RD P750(I) M21,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG SS RD P750(I) M21,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG SS RD P750(I) M21,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBH5 UG SS RD P750(I) M21,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBH5 UG SS RD P750(I) M21,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,FUEIRINHO LE M21,1,Montagem,30,032363,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD P750(I) M21 LJ,FUEIRINHO LD M21,1,Montagem,30,032364,FUEIRO,1,Pintura,,,,
CBH5 UG SS RD P750(I) M21 LJ,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,Traseira CBH U.G,1,Montagem,30,032366,LATERAL,1,Pintura,,,COLORIDO,
CBH5 UG SS RD P750(I) M21 LJ,"CBH 5,0 - U.G",1,Montagem,30,032360,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBH5 UG SS RD P750(I) M21 LJ,"Chassi da CBH5,0 M21",1,Montagem,30,032470,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBH5 UG SS RD P750(I) M21 LJ,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBH5 UG SS RD P750(I) M21 LJ,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
