Recurso,Peca,Qtde,Etapa,LEAD TIME,Código,Célula,flag peça,Etapa2,Etapa3,Etapa4,Etapa5,Etapa6
CBHM3500 SS RD MM M17,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RD MM M17,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RD MM M17,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RD MM M17,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS RD MM M17,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS RD MM M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS RD MM M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS RD MM M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS RD MM M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RD MM M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS RD MM M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RD MM M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RD MM M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS RD MM M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS RD MM M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS RD MM M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS RD MM M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS RD P750(I) M17,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBHM3500 SS RD P750(I) M17,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBHM3500 SS RD P750(I) M17,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,Fueiro Traseiro LD 60 CM CBHM 3500,1,Montagem,30,031231,FUEIRO,1,Pintura,,,,
CBHM3500 SS RD P750(I) M17,Fueiro Dianteiro LE 60 CM CBHM 3500,1,Montagem,30,031234,FUEIRO,1,Pintura,,,,
CBHM3500 SS RD P750(I) M17,Fueiro Traseiro LE 60 CM CBHM 3500,1,Montagem,30,031232,FUEIRO,1,Pintura,,,,
CBHM3500 SS RD P750(I) M17,Fueiro Dianteiro LD 60 CM CBHM 3500,1,Montagem,30,031235,FUEIRO,1,Pintura,,,,
CBHM3500 SS RD P750(I) M17,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM3500 SS RD P750(I) M17,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RD P750(I) M17,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RD P750(I) M17,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RD P750(I) M17,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS RD P750(I) M17,Chassi 5000 SS - COMPLETO,1,,30,030588,CHASSI,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS RD P750(I) M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS RD P750(I) M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS RD P750(I) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS RD P750(I) M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RD P750(I) M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS RD P750(I) M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS RD P750(I) M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS RD P750(I) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS RD P750(I) M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS RS M17,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS RS M17,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBHM3500 SS RS M17,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBHM3500 SS RS M17,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBHM3500 SS RS M17,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM3500 SS RS M17,Fueiro Traseiro LD 60 CM CBHM 3500,1,Montagem,30,031231,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS M17,Fueiro Dianteiro LE 60 CM CBHM 3500,1,Montagem,30,031234,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS M17,Fueiro Traseiro LE 60 CM CBHM 3500,1,Montagem,30,031232,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS M17,Fueiro Dianteiro LD 60 CM CBHM 3500,1,Montagem,30,031235,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS M17,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM3500 SS RS M17,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS M17,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS M17,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS M17,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS RS M17,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS RS M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS RS M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS RS M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS RS M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS RS M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS RS M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS RS M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS RS M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS RS M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS RS MM M17,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS RS MM M17,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBHM3500 SS RS MM M17,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBHM3500 SS RS MM M17,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBHM3500 SS RS MM M17,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM3500 SS RS MM M17,Fueiro Traseiro LD 60 CM CBHM 3500,1,Montagem,30,031231,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS MM M17,Fueiro Dianteiro LE 60 CM CBHM 3500,1,Montagem,30,031234,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS MM M17,Fueiro Traseiro LE 60 CM CBHM 3500,1,Montagem,30,031232,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS MM M17,Fueiro Dianteiro LD 60 CM CBHM 3500,1,Montagem,30,031235,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS MM M17,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM3500 SS RS MM M17,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS MM M17,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS MM M17,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS MM M17,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS RS MM M17,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS RS MM M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS RS MM M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS RS MM M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS RS MM M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS MM M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS RS MM M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS MM M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS MM M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS RS MM M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS RS MM M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS RS MM M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS RS MM M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS RS P700(R) M17,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS RS P700(R) M17,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBHM3500 SS RS P700(R) M17,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBHM3500 SS RS P700(R) M17,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBHM3500 SS RS P700(R) M17,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM3500 SS RS P700(R) M17,Fueiro Traseiro LD 60 CM CBHM 3500,1,Montagem,30,031231,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P700(R) M17,Fueiro Dianteiro LE 60 CM CBHM 3500,1,Montagem,30,031234,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P700(R) M17,Fueiro Traseiro LE 60 CM CBHM 3500,1,Montagem,30,031232,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P700(R) M17,Fueiro Dianteiro LD 60 CM CBHM 3500,1,Montagem,30,031235,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P700(R) M17,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM3500 SS RS P700(R) M17,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS P700(R) M17,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS P700(R) M17,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS P700(R) M17,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS RS P700(R) M17,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS RS P700(R) M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS RS P700(R) M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS RS P700(R) M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS RS P700(R) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS P700(R) M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS RS P700(R) M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS P700(R) M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS P700(R) M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS RS P700(R) M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS RS P700(R) M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS RS P700(R) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS RS P700(R) M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS RS P750(I) M17,Eixo 5000 SS,1,Montagem,30,460576,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS RS P750(I) M17,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBHM3500 SS RS P750(I) M17,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBHM3500 SS RS P750(I) M17,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBHM3500 SS RS P750(I) M17,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM3500 SS RS P750(I) M17,Fueiro Traseiro LD 60 CM CBHM 3500,1,Montagem,30,031231,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P750(I) M17,Fueiro Dianteiro LE 60 CM CBHM 3500,1,Montagem,30,031234,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P750(I) M17,Fueiro Traseiro LE 60 CM CBHM 3500,1,Montagem,30,031232,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P750(I) M17,Fueiro Dianteiro LD 60 CM CBHM 3500,1,Montagem,30,031235,FUEIRO,1,Pintura,,,,
CBHM3500 SS RS P750(I) M17,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM3500 SS RS P750(I) M17,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS P750(I) M17,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS P750(I) M17,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS RS P750(I) M17,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS RS P750(I) M17,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS RS P750(I) M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS RS P750(I) M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS RS P750(I) M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS RS P750(I) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS P750(I) M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS RS P750(I) M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS P750(I) M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS RS P750(I) M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS RS P750(I) M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS RS P750(I) M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS RS P750(I) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS RS P750(I) M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS T M20,Chassi 5000 SS,1,Montagem,30,030347,CHASSI,1,,,,,
CBHM3500 SS T M20,Chassi 5000 SS - COMPLETO,1,,,030588,CHASSI,1,Pintura,Solda,,CINZA,
CBHM3500 SS T M20,5000 SS,1,Montagem,30,025617,EIXO SIMPLES,1,,,,,
CBHM3500 SS T M20,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM3500 SS T M20,Fueiro Traseiro LD 60 CM CBHM 3500,1,Montagem,30,031231,FUEIRO,1,Pintura,,,,
CBHM3500 SS T M20,Fueiro Dianteiro LE 60 CM CBHM 3500,1,Montagem,30,031234,FUEIRO,1,Pintura,,,,
CBHM3500 SS T M20,Fueiro Traseiro LE 60 CM CBHM 3500,1,Montagem,30,031232,FUEIRO,1,Pintura,,,,
CBHM3500 SS T M20,Fueiro Dianteiro LD 60 CM CBHM 3500,1,Montagem,30,031235,FUEIRO,1,Pintura,,,,
CBHM3500 SS T M20,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM3500 SS T M20,Grade Lateral 60cm (3500) CBHM,2,Montagem,30,466529,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS T M20,"Dianteira de 0,60",1,Montagem,30,466621,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS T M20,Tampa Traseira 3500 CBHM,1,Montagem,30,025045,LATERAL,1,Pintura,,,COLORIDO,
CBHM3500 SS T M20,Plataforma 3500/5000/8000 (CBHM),1,Montagem,30,030340,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM3500 SS T M20,CUBO 5000 SS,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM3500 SS T M20,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM3500 SS T M20,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM3500 SS T M20,Eixo Tandem 4T S/ Trava,1,Montagem,30,024481,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS T M20,Eixo Tandem 4T C/ Trava,1,Montagem,30,024480,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM3500 SS T M20,Tandem 4T C/ Trava,1,Montagem,30,031246,EIXO SIMPLES,1,,,,,
CBHM3500 SS T M20,Tandem 4T S/ Trava,1,Montagem,30,033209,EIXO SIMPLES,1,,,,,
CBHM3500 SS T M20,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM3500 SS T M20,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS T M20,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM3500 SS T M20,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS T M20,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM3500 SS T M20,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM3500 SS T M20,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM3500 SS T M20,PINO TANDEM 5000/6000,1,Montagem,30,439721,CONJ INTERMED,1,,,,,
CBHM3500 SS T M20,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM3500 SS T M20,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM3500 SS T M20,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
CBHM3500 SS T M20,Suporte Tandem 4 ton,1,Montagem,30,031737,EIXO SIMPLES,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,EIXO COMPL. 4500 C/ FREIO,1,Montagem,30,466657,EIXO COMPLETO,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,Chassi CBH/CBHM 4t SC,1,Montagem,30,030716,CHASSI,1,,Solda,,,
CBHM4500 SC RD P750(I) M17,Chassi CBH/CBHM 4t SC,1,,30,030620,CHASSI,1,Pintura,Solda,,CINZA,
CBHM4500 SC RD P750(I) M17,EIXO 4500 C/ FREIO,1,Montagem,30,025624,EIXO SIMPLES,1,,,,,
CBHM4500 SC RD P750(I) M17,Macaco Compl. CBHM 5000/FA,1,Montagem,30,030383,FUEIRO,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,"Fueiro Tras LD 0,90 - CBHM 4500",1,Montagem,30,031258,FUEIRO,1,Pintura,,,,
CBHM4500 SC RD P750(I) M17,"Fueiro Tras LE 0,90 - CBHM 4500",1,Montagem,30,031257,FUEIRO,1,Pintura,,,,
CBHM4500 SC RD P750(I) M17,"Fueiro Diant LD 0,90 - CBHM",1,Montagem,30,031255,FUEIRO,1,Pintura,,,,
CBHM4500 SC RD P750(I) M17,"Fueiro Diant LE 0,90 - CBHM",1,Montagem,30,031254,FUEIRO,1,Pintura,,,,
CBHM4500 SC RD P750(I) M17,Cabeçao S/F,1,Montagem,30,031511,IÇAMENTO,1,,,,,
CBHM4500 SC RD P750(I) M17,Grade Dianteira SUP (4500) CBHM,1,Montagem,30,425930,LATERAL,1,Pintura,,,COLORIDO,
CBHM4500 SC RD P750(I) M17,Grade Dianteira INF (4500) CBHM,1,Montagem,30,425928,LATERAL,1,Pintura,,,COLORIDO,
CBHM4500 SC RD P750(I) M17,Lat. SUP (5000/4500) CBHM,2,Montagem,30,493181,LATERAL,1,Pintura,,,COLORIDO,
CBHM4500 SC RD P750(I) M17,Lat. INF (5000/4500) CBHM,2,Montagem,30,493193,LATERAL,1,Pintura,,,COLORIDO,
CBHM4500 SC RD P750(I) M17,Tampa Traseira C/ ABA e GANCHO 90cm 4500 CBHM,1,Montagem,30,025046,LATERAL,1,Pintura,,,COLORIDO,
CBHM4500 SC RD P750(I) M17,Plataforma 4500,1,Montagem,30,030615,PLAT. TANQUE. CAÇAM.,1,Pintura,Solda,,COLORIDO,
CBHM4500 SC RD P750(I) M17,CUBO 5000 C/ FREIO,2,Montagem,30,222402,CUBO DE RODA,1,,,,,
CBHM4500 SC RD P750(I) M17,PINO DE ENGATE ,1,Montagem,30,033331,FUEIRO,1,,,,,
CBHM4500 SC RD P750(I) M17,CILINDRO 5000,1,Montagem,30,034550,CILINDRO,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,Trava CBH/CBHM,2,Montagem,30,023590,PLAT. TANQUE. CAÇAM.,1,,,,,
CBHM4500 SC RD P750(I) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,ENGATE COMPL. CBHM,1,Montagem,30,032356,CONJ INTERMED,1,,,,,
CBHM4500 SC RD P750(I) M17,VARÃO MÉDIO (5000),2,Montagem,30,023620,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,REGULADOR DO VARÃO,2,Montagem,30,023528,CONJ INTERMED,1,Pintura,,,CINZA,
CBHM4500 SC RD P750(I) M17,CAMISA CILINDRO 5000,1,Montagem,30,034547,CILINDRO 2,1,,,,,
CBHM4500 SC RD P750(I) M17,HASTE CILINDRO 5000/7t,1,Montagem,30,034899,CILINDRO 2,1,,,,,
CBHM4500 SC RD P750(I) M17,CILINDRO 5000,1,Montagem,30,034550,QUALIDADE,1,,,,,
CBHM4500 SC RD P750(I) M17,TUBO HIDRÁULICO 5000,2,Montagem,30,030671,QUALIDADE,1,,,,,
CBHM4500 SC RD P750(I) M17,CINTA DE FREIO,2,Montagem,30,402795,ESTAMPARIA,1,,,,,
CBHM4500 SC RD P750(I) M17,CORRENTE 8 ELOS,1,Montagem,30,030789,ESTAMPARIA,1,,,,,
